submission_id,SubjectId,responseTime,Experiment,Condition,ItemId,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration
119,6541c19ed9da06afaaf2c95b,16202,1,1,2,62,655,295, tjetër ,283.265625,654.40625,303.265625,699.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16252,1,1,2,62,670,295, tjetër ,283.265625,654.40625,303.265625,699.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16302,1,1,2,62,685,295, tjetër ,283.265625,654.40625,303.265625,699.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16351,1,1,2,62,698,295, tjetër ,283.265625,654.40625,303.265625,699.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16402,1,1,2,63,712,295, veçse: ,283.265625,699.4375,303.265625,756.46875,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16452,1,1,2,63,726,295, veçse: ,283.265625,699.4375,303.265625,756.46875,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16500,1,1,2,63,739,295, veçse: ,283.265625,699.4375,303.265625,756.46875,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16552,1,1,2,64,761,295, e ,283.265625,756.46875,303.265625,771.484375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16600,1,1,2,65,776,297, lumja ,283.265625,771.484375,303.265625,819.5,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16650,1,1,2,65,795,297, lumja ,283.265625,771.484375,303.265625,819.5,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16700,1,1,2,65,805,298, lumja ,283.265625,771.484375,303.265625,819.5,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16750,1,1,2,65,818,298, lumja ,283.265625,771.484375,303.265625,819.5,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16800,1,1,2,-1,839,298,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16850,1,1,2,-1,855,298,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16900,1,1,2,-1,857,298,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,16950,1,1,2,-1,869,314,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,17493,1,1,2,-100,425,285,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,310,1,1,2,58,700,297, rruzullit ,283.265625,694.40625,303.265625,757.421875,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,359,1,1,2,-1,646,194,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,408,1,1,2,15,639,165," mondane, ",163.265625,625.375,183.265625,710.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,457,1,1,2,-1,632,154,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,507,1,1,2,-1,627,154,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,557,1,1,2,-1,627,154,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,607,1,1,2,-1,627,154,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,657,1,1,2,-1,627,152,,,,,,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,708,1,1,2,0,627,146, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,758,1,1,2,0,627,142, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,808,1,1,2,0,627,142, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,858,1,1,2,0,627,142, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,908,1,1,2,0,627,142, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,958,1,1,2,0,628,142, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1009,1,1,2,0,633,142, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1058,1,1,2,0,636,142, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1108,1,1,2,0,645,142, Në ,123.265625,625.375,143.265625,653.390625,Si një muaj mjalti në male.,,,,,
