responseTime,Experiment,Condition,ItemId,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
1167,1.0,1.0,1.0,-1.0,864.0,434.0,,,,,,,,,1734703987246.0,1734704585727.0,598481.0,45,45
1204,1.0,1.0,1.0,106.0,852.0,423.0, krijimin ,403.265625,819.5,423.265625,880.5,,,,,,,45,45
1255,1.0,1.0,1.0,106.0,852.0,423.0, krijimin ,403.265625,819.5,423.265625,880.5,,,,,,,45,45
1554,1.0,1.0,1.0,106.0,820.0,408.0, krijimin ,403.265625,819.5,423.265625,880.5,,,,,,,45,45
1605,1.0,1.0,1.0,43.0,630.0,251.0, periudha ,243.265625,625.375,263.265625,700.4375,,,,,,,45,45
1655,1.0,1.0,1.0,-1.0,591.0,209.0,,,,,,,,,,,,45,45
1704,1.0,1.0,1.0,-1.0,588.0,200.0,,,,,,,,,,,,45,45
1755,1.0,1.0,1.0,-1.0,605.0,191.0,,,,,,,,,,,,45,45
1804,1.0,1.0,1.0,-1.0,615.0,186.0,,,,,,,,,,,,45,45
1854,1.0,1.0,1.0,-1.0,619.0,183.0,,,,,,,,,,,,45,45
1904,1.0,1.0,1.0,14.0,626.0,170.0, distancë ,163.265625,625.375,183.265625,697.421875,,,,,,,45,45
1954,1.0,1.0,1.0,-1.0,630.0,155.0,,,,,,,,,,,,45,45
2005,1.0,1.0,1.0,-1.0,631.0,147.0,,,,,,,,,,,,45,45
2054,1.0,1.0,1.0,0.0,633.0,141.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2104,1.0,1.0,1.0,0.0,636.0,134.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2154,1.0,1.0,1.0,0.0,637.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2204,1.0,1.0,1.0,0.0,637.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2254,1.0,1.0,1.0,0.0,637.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2305,1.0,1.0,1.0,0.0,637.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2361,1.0,1.0,1.0,0.0,637.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2404,1.0,1.0,1.0,0.0,637.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2454,1.0,1.0,1.0,0.0,637.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2517,1.0,1.0,1.0,0.0,637.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2560,1.0,1.0,1.0,0.0,638.0,130.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2608,1.0,1.0,1.0,0.0,664.0,133.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,45,45
2658,1.0,1.0,1.0,1.0,690.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
2720,1.0,1.0,1.0,1.0,691.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
2767,1.0,1.0,1.0,1.0,691.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
2814,1.0,1.0,1.0,1.0,691.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
2859,1.0,1.0,1.0,1.0,691.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
2905,1.0,1.0,1.0,1.0,691.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
2969,1.0,1.0,1.0,1.0,691.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
3008,1.0,1.0,1.0,1.0,694.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
3054,1.0,1.0,1.0,1.0,712.0,137.0, është ,123.265625,673.421875,143.265625,722.46875,,,,,,,45,45
3104,1.0,1.0,1.0,2.0,731.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,45,45
3155,1.0,1.0,1.0,2.0,732.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,45,45
3216,1.0,1.0,1.0,2.0,732.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,45,45
3263,1.0,1.0,1.0,2.0,732.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,45,45
3310,1.0,1.0,1.0,2.0,732.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,45,45
3354,1.0,1.0,1.0,2.0,733.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,45,45
3404,1.0,1.0,1.0,2.0,744.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,45,45
