responseTime,Experiment,Condition,ItemId,Index,Word,mousePositionX,mousePositionY,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
883,1.0,1.0,1.0,103.0, faktori ,717.0,407.0,403.265625,670.421875,423.265625,724.453125,,,,1733309808916.0,1733310366242.0,557326.0,11,11
945,1.0,1.0,1.0,59.0, mbylljes ,663.0,304.0,283.265625,634.375,303.265625,704.390625,,,,,,,11,11
985,1.0,1.0,1.0,43.0, periudha ,646.0,249.0,243.265625,625.375,263.265625,700.4375,,,,,,,11,11
1041,1.0,1.0,1.0,28.0, diametri ,632.0,211.0,203.265625,625.375,223.265625,694.40625,,,,,,,11,11
1089,1.0,1.0,1.0,14.0, distancë ,628.0,186.0,163.265625,625.375,183.265625,697.421875,,,,,,,11,11
1137,1.0,1.0,1.0,-1.0,,628.0,160.0,,,,,,,,,,,11,11
1184,1.0,1.0,1.0,0.0, Hëna ,628.0,146.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1245,1.0,1.0,1.0,0.0, Hëna ,632.0,133.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1295,1.0,1.0,1.0,0.0, Hëna ,636.0,127.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1341,1.0,1.0,1.0,-1.0,,641.0,119.0,,,,,,,,,,,11,11
1384,1.0,1.0,1.0,-1.0,,646.0,118.0,,,,,,,,,,,11,11
1433,1.0,1.0,1.0,0.0, Hëna ,652.0,126.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1495,1.0,1.0,1.0,0.0, Hëna ,652.0,130.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1541,1.0,1.0,1.0,0.0, Hëna ,652.0,130.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1584,1.0,1.0,1.0,0.0, Hëna ,644.0,130.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1636,1.0,1.0,1.0,0.0, Hëna ,634.0,130.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1684,1.0,1.0,1.0,0.0, Hëna ,632.0,130.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1746,1.0,1.0,1.0,0.0, Hëna ,632.0,130.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1792,1.0,1.0,1.0,0.0, Hëna ,632.0,130.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1839,1.0,1.0,1.0,0.0, Hëna ,632.0,130.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1884,1.0,1.0,1.0,0.0, Hëna ,632.0,132.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1946,1.0,1.0,1.0,0.0, Hëna ,632.0,134.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
1984,1.0,1.0,1.0,0.0, Hëna ,632.0,134.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2033,1.0,1.0,1.0,0.0, Hëna ,635.0,135.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2085,1.0,1.0,1.0,0.0, Hëna ,637.0,136.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2145,1.0,1.0,1.0,0.0, Hëna ,638.0,136.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2193,1.0,1.0,1.0,0.0, Hëna ,641.0,136.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2240,1.0,1.0,1.0,0.0, Hëna ,641.0,136.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2283,1.0,1.0,1.0,0.0, Hëna ,643.0,137.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2333,1.0,1.0,1.0,0.0, Hëna ,643.0,137.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2385,1.0,1.0,1.0,0.0, Hëna ,643.0,137.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2442,1.0,1.0,1.0,0.0, Hëna ,647.0,137.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
2488,1.0,1.0,1.0,0.0, Hëna ,647.0,137.0,123.265625,625.375,143.265625,673.421875,,,,,,,11,11
