responseTime,Experiment,Condition,ItemId,Index,Word,mousePositionX,mousePositionY,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
1308,1.0,1.0,1.0,95.0, me ,686.0,322.0,305.91668701171875,671.0,325.91668701171875,701.0104179382324,,,,1733342188975.0,1733342867253.0,678278.0,8,8
1356,1.0,1.0,1.0,-1.0,,694.0,265.0,,,,,,,,,,,8,8
1407,1.0,1.0,1.0,52.0, periudhën ,698.0,203.0,185.9166717529297,684.0521240234375,205.9166717529297,769.1250457763672,,,,,,,8,8
1455,1.0,1.0,1.0,-1.0,,698.0,179.0,,,,,,,,,,,8,8
1504,1.0,1.0,1.0,35.0, gjithmonë ,695.0,165.0,145.9166717529297,636.3333740234375,165.9166717529297,719.3854598999023,,,,,,,8,8
1550,1.0,1.0,1.0,35.0, gjithmonë ,688.0,156.0,145.9166717529297,636.3333740234375,165.9166717529297,719.3854598999023,,,,,,,8,8
1613,1.0,1.0,1.0,35.0, gjithmonë ,686.0,153.0,145.9166717529297,636.3333740234375,165.9166717529297,719.3854598999023,,,,,,,8,8
1656,1.0,1.0,1.0,35.0, gjithmonë ,681.0,151.0,145.9166717529297,636.3333740234375,165.9166717529297,719.3854598999023,,,,,,,8,8
1706,1.0,1.0,1.0,35.0, gjithmonë ,678.0,151.0,145.9166717529297,636.3333740234375,165.9166717529297,719.3854598999023,,,,,,,8,8
1753,1.0,1.0,1.0,35.0, gjithmonë ,674.0,149.0,145.9166717529297,636.3333740234375,165.9166717529297,719.3854598999023,,,,,,,8,8
1801,1.0,1.0,1.0,35.0, gjithmonë ,672.0,148.0,145.9166717529297,636.3333740234375,165.9166717529297,719.3854598999023,,,,,,,8,8
1858,1.0,1.0,1.0,35.0, gjithmonë ,671.0,147.0,145.9166717529297,636.3333740234375,165.9166717529297,719.3854598999023,,,,,,,8,8
1906,1.0,1.0,1.0,-1.0,,668.0,145.0,,,,,,,,,,,8,8
1962,1.0,1.0,1.0,-1.0,,654.0,136.0,,,,,,,,,,,8,8
2005,1.0,1.0,1.0,19.0, (238900 ,643.0,127.0,105.91667175292967,577.96875,125.91667175292967,649.03125,,,,,,,8,8
2050,1.0,1.0,1.0,19.0, (238900 ,627.0,108.0,105.91667175292967,577.96875,125.91667175292967,649.03125,,,,,,,8,8
2100,1.0,1.0,1.0,-1.0,,602.0,95.0,,,,,,,,,,,8,8
