responseTime,Experiment,Condition,ItemId,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
243,1.0,1.0,1.0,-1.0,412.0,334.0,,,,,,,,,1733318733657.0,1733319442578.0,708921.0,21,21
2245,1.0,1.0,1.0,-1.0,432.0,86.0,,,,,,,,,,,,21,21
2288,1.0,1.0,1.0,-1.0,432.0,91.0,,,,,,,,,,,,21,21
2339,1.0,1.0,1.0,-1.0,432.0,99.0,,,,,,,,,,,,21,21
2389,1.0,1.0,1.0,-1.0,432.0,102.0,,,,,,,,,,,,21,21
2439,1.0,1.0,1.0,-1.0,432.0,103.0,,,,,,,,,,,,21,21
2491,1.0,1.0,1.0,-1.0,435.0,105.0,,,,,,,,,,,,21,21
2538,1.0,1.0,1.0,-1.0,436.0,107.0,,,,,,,,,,,,21,21
2588,1.0,1.0,1.0,-1.0,437.0,108.0,,,,,,,,,,,,21,21
2637,1.0,1.0,1.0,-1.0,440.0,110.0,,,,,,,,,,,,21,21
2687,1.0,1.0,1.0,0.0,440.0,113.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
2743,1.0,1.0,1.0,0.0,441.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
2794,1.0,1.0,1.0,0.0,444.0,119.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
2843,1.0,1.0,1.0,0.0,444.0,119.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
2893,1.0,1.0,1.0,0.0,445.0,120.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
2942,1.0,1.0,1.0,0.0,446.0,121.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
2993,1.0,1.0,1.0,0.0,446.0,121.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
3041,1.0,1.0,1.0,0.0,447.0,121.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
3091,1.0,1.0,1.0,0.0,447.0,121.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
3142,1.0,1.0,1.0,0.0,447.0,121.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
3193,1.0,1.0,1.0,0.0,447.0,121.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
3244,1.0,1.0,1.0,0.0,449.0,123.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
3288,1.0,1.0,1.0,0.0,450.0,123.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
3337,1.0,1.0,1.0,0.0,453.0,123.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,21,21
