responseTime,Experiment,Condition,ItemId,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
1699,1.0,1.0,1.0,-1.0,490.0,431.0,,,,,,,,,1733661031249.0,1733661684761.0,653512.0,41,41
1754,1.0,1.0,1.0,89.0,482.0,370.0, objekti ,351.1625061035156,478.2625122070313,371.1625061035156,535.3000144958496,,,,,,,41,41
1800,1.0,1.0,1.0,74.0,478.0,327.0, është ,311.1625061035156,468.25,331.1625061035156,517.2875022888184,,,,,,,41,41
1847,1.0,1.0,1.0,59.0,476.0,291.0, mbylljes ,271.1625061035156,442.2124938964844,291.1625061035156,512.2374954223633,,,,,,,41,41
1907,1.0,1.0,1.0,-1.0,460.0,261.0,,,,,,,,,,,,41,41
1957,1.0,1.0,1.0,43.0,440.0,235.0, periudha ,231.1625061035156,433.2124938964844,251.1625061035156,508.2749938964844,,,,,,,41,41
2005,1.0,1.0,1.0,28.0,433.0,208.0, diametri ,191.1625061035156,433.2124938964844,211.1625061035156,502.2374954223633,,,,,,,41,41
2047,1.0,1.0,1.0,14.0,448.0,151.0, distancë ,151.16250610351562,433.2124938964844,171.16250610351562,505.2624969482422,,,,,,,41,41
2098,1.0,1.0,1.0,-1.0,481.0,103.0,,,,,,,,,,,,41,41
4050,1.0,1.0,1.0,-1.0,567.0,85.0,,,,,,,,,,,,41,41
4100,1.0,1.0,1.0,-1.0,548.0,92.0,,,,,,,,,,,,41,41
4148,1.0,1.0,1.0,-1.0,539.0,95.0,,,,,,,,,,,,41,41
4201,1.0,1.0,1.0,-1.0,524.0,101.0,,,,,,,,,,,,41,41
4247,1.0,1.0,1.0,-1.0,508.0,104.0,,,,,,,,,,,,41,41
4297,1.0,1.0,1.0,-1.0,489.0,104.0,,,,,,,,,,,,41,41
4347,1.0,1.0,1.0,-1.0,475.0,106.0,,,,,,,,,,,,41,41
4398,1.0,1.0,1.0,-1.0,462.0,109.0,,,,,,,,,,,,41,41
4451,1.0,1.0,1.0,0.0,450.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,41,41
4498,1.0,1.0,1.0,0.0,446.0,117.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,41,41
4548,1.0,1.0,1.0,0.0,444.0,118.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,41,41
4598,1.0,1.0,1.0,0.0,440.0,119.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,41,41
4648,1.0,1.0,1.0,0.0,440.0,119.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,41,41
4698,1.0,1.0,1.0,0.0,440.0,119.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,41,41
