responseTime,Experiment,Condition,ItemId,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
1362,1.0,1.0,1.0,-1.0,640.0,418.0,,,,,,,,,1733320517113.0,1733321397001.0,879888.0,26,26
1414,1.0,1.0,1.0,90.0,570.0,367.0, qiellor ,351.1625061035156,535.2999877929688,371.1625061035156,588.3249893188477,,,,,,,26,26
1462,1.0,1.0,1.0,-1.0,536.0,341.0,,,,,,,,,,,,26,26
1512,1.0,1.0,1.0,-1.0,494.0,300.0,,,,,,,,,,,,26,26
1565,1.0,1.0,1.0,43.0,448.0,244.0, periudha ,231.1625061035156,433.2124938964844,251.1625061035156,508.2749938964844,,,,,,,26,26
1615,1.0,1.0,1.0,-1.0,425.0,198.0,,,,,,,,,,,,26,26
1660,1.0,1.0,1.0,-1.0,414.0,161.0,,,,,,,,,,,,26,26
1718,1.0,1.0,1.0,-1.0,412.0,119.0,,,,,,,,,,,,26,26
1763,1.0,1.0,1.0,-1.0,412.0,112.0,,,,,,,,,,,,26,26
1812,1.0,1.0,1.0,-1.0,412.0,111.0,,,,,,,,,,,,26,26
1864,1.0,1.0,1.0,-1.0,412.0,111.0,,,,,,,,,,,,26,26
1911,1.0,1.0,1.0,-1.0,412.0,111.0,,,,,,,,,,,,26,26
1962,1.0,1.0,1.0,-1.0,412.0,111.0,,,,,,,,,,,,26,26
2014,1.0,1.0,1.0,-1.0,416.0,111.0,,,,,,,,,,,,26,26
2062,1.0,1.0,1.0,-1.0,422.0,113.0,,,,,,,,,,,,26,26
2115,1.0,1.0,1.0,0.0,436.0,118.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,26,26
2162,1.0,1.0,1.0,0.0,436.0,118.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,26,26
2210,1.0,1.0,1.0,0.0,436.0,118.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,26,26
