responseTime,Experiment,Condition,ItemId,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
1156,1.0,1.0,1.0,-1.0,932.0,430.0,,,,,,,,,1734978324682.0,1734979303544.0,978862.0,50,50
1207,1.0,1.0,1.0,77.0,815.0,334.0, si ,323.265625,802.53125,343.265625,820.53125,,,,,,,50,50
1256,1.0,1.0,1.0,-1.0,741.0,279.0,,,,,,,,,,,,50,50
1307,1.0,1.0,1.0,44.0,706.0,250.0, e ,243.265625,700.4375,263.265625,715.453125,,,,,,,50,50
1356,1.0,1.0,1.0,-1.0,691.0,241.0,,,,,,,,,,,,50,50
1407,1.0,1.0,1.0,28.0,676.0,222.0, diametri ,203.265625,625.375,223.265625,694.40625,,,,,,,50,50
1456,1.0,1.0,1.0,-1.0,659.0,196.0,,,,,,,,,,,,50,50
1507,1.0,1.0,1.0,14.0,652.0,185.0, distancë ,163.265625,625.375,183.265625,697.421875,,,,,,,50,50
1557,1.0,1.0,1.0,14.0,639.0,174.0, distancë ,163.265625,625.375,183.265625,697.421875,,,,,,,50,50
1607,1.0,1.0,1.0,14.0,639.0,171.0, distancë ,163.265625,625.375,183.265625,697.421875,,,,,,,50,50
1650,1.0,1.0,1.0,14.0,639.0,170.0, distancë ,163.265625,625.375,183.265625,697.421875,,,,,,,50,50
1706,1.0,1.0,1.0,-1.0,639.0,160.0,,,,,,,,,,,,50,50
1758,1.0,1.0,1.0,-1.0,637.0,155.0,,,,,,,,,,,,50,50
1806,1.0,1.0,1.0,-1.0,634.0,150.0,,,,,,,,,,,,50,50
1857,1.0,1.0,1.0,0.0,630.0,144.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
1906,1.0,1.0,1.0,0.0,630.0,142.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
1956,1.0,1.0,1.0,0.0,668.0,134.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
2007,1.0,1.0,1.0,2.0,753.0,132.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
2057,1.0,1.0,1.0,4.0,822.0,133.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
2107,1.0,1.0,1.0,4.0,838.0,137.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
2153,1.0,1.0,1.0,5.0,843.0,137.0, natyror ,123.265625,841.53125,143.265625,902.5625,,,,,,,50,50
2206,1.0,1.0,1.0,5.0,851.0,134.0, natyror ,123.265625,841.53125,143.265625,902.5625,,,,,,,50,50
2257,1.0,1.0,1.0,5.0,861.0,128.0, natyror ,123.265625,841.53125,143.265625,902.5625,,,,,,,50,50
2308,1.0,1.0,1.0,-1.0,874.0,112.0,,,,,,,,,,,,50,50
2356,1.0,1.0,1.0,-1.0,879.0,108.0,,,,,,,,,,,,50,50
2406,1.0,1.0,1.0,-1.0,880.0,105.0,,,,,,,,,,,,50,50
2456,1.0,1.0,1.0,-1.0,880.0,99.0,,,,,,,,,,,,50,50
3958,1.0,1.0,1.0,-1.0,758.0,99.0,,,,,,,,,,,,50,50
4006,1.0,1.0,1.0,-1.0,745.0,100.0,,,,,,,,,,,,50,50
4058,1.0,1.0,1.0,-1.0,727.0,100.0,,,,,,,,,,,,50,50
4108,1.0,1.0,1.0,-1.0,710.0,102.0,,,,,,,,,,,,50,50
4156,1.0,1.0,1.0,-1.0,703.0,104.0,,,,,,,,,,,,50,50
4206,1.0,1.0,1.0,-1.0,693.0,108.0,,,,,,,,,,,,50,50
4256,1.0,1.0,1.0,-1.0,679.0,113.0,,,,,,,,,,,,50,50
4306,1.0,1.0,1.0,-1.0,672.0,119.0,,,,,,,,,,,,50,50
4357,1.0,1.0,1.0,0.0,664.0,126.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4407,1.0,1.0,1.0,0.0,656.0,129.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4457,1.0,1.0,1.0,0.0,650.0,131.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4507,1.0,1.0,1.0,0.0,641.0,132.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4557,1.0,1.0,1.0,0.0,637.0,132.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4607,1.0,1.0,1.0,0.0,637.0,132.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4657,1.0,1.0,1.0,0.0,637.0,132.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4707,1.0,1.0,1.0,0.0,637.0,132.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4757,1.0,1.0,1.0,0.0,637.0,132.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4807,1.0,1.0,1.0,0.0,636.0,132.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4855,1.0,1.0,1.0,0.0,636.0,132.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4907,1.0,1.0,1.0,0.0,633.0,134.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
4953,1.0,1.0,1.0,0.0,629.0,135.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5006,1.0,1.0,1.0,0.0,628.0,136.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5056,1.0,1.0,1.0,0.0,628.0,136.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5103,1.0,1.0,1.0,0.0,628.0,136.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5158,1.0,1.0,1.0,0.0,635.0,138.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5207,1.0,1.0,1.0,0.0,643.0,139.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5257,1.0,1.0,1.0,0.0,649.0,139.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5307,1.0,1.0,1.0,0.0,652.0,139.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5357,1.0,1.0,1.0,0.0,654.0,139.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5407,1.0,1.0,1.0,0.0,657.0,139.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5457,1.0,1.0,1.0,0.0,663.0,140.0, Hëna ,123.265625,625.375,143.265625,673.421875,,,,,,,50,50
5508,1.0,1.0,1.0,-1.0,684.0,147.0,,,,,,,,,,,,50,50
5557,1.0,1.0,1.0,-1.0,695.0,151.0,,,,,,,,,,,,50,50
5607,1.0,1.0,1.0,-1.0,710.0,153.0,,,,,,,,,,,,50,50
5657,1.0,1.0,1.0,-1.0,717.0,153.0,,,,,,,,,,,,50,50
5707,1.0,1.0,1.0,-1.0,723.0,153.0,,,,,,,,,,,,50,50
5757,1.0,1.0,1.0,-1.0,728.0,153.0,,,,,,,,,,,,50,50
5800,1.0,1.0,1.0,-1.0,729.0,153.0,,,,,,,,,,,,50,50
5857,1.0,1.0,1.0,-1.0,731.0,153.0,,,,,,,,,,,,50,50
5907,1.0,1.0,1.0,-1.0,731.0,150.0,,,,,,,,,,,,50,50
5957,1.0,1.0,1.0,2.0,731.0,144.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6007,1.0,1.0,1.0,2.0,729.0,139.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6058,1.0,1.0,1.0,2.0,727.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6107,1.0,1.0,1.0,2.0,727.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6157,1.0,1.0,1.0,2.0,727.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6207,1.0,1.0,1.0,2.0,727.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6257,1.0,1.0,1.0,2.0,727.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6307,1.0,1.0,1.0,2.0,727.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6357,1.0,1.0,1.0,2.0,727.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6405,1.0,1.0,1.0,2.0,727.0,137.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6457,1.0,1.0,1.0,2.0,729.0,136.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6507,1.0,1.0,1.0,2.0,735.0,135.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6554,1.0,1.0,1.0,2.0,742.0,135.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6602,1.0,1.0,1.0,2.0,744.0,135.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6657,1.0,1.0,1.0,2.0,747.0,134.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6706,1.0,1.0,1.0,2.0,749.0,134.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6757,1.0,1.0,1.0,2.0,751.0,134.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6807,1.0,1.0,1.0,2.0,753.0,134.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6857,1.0,1.0,1.0,2.0,761.0,133.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6907,1.0,1.0,1.0,2.0,768.0,133.0, sateliti ,123.265625,722.46875,143.265625,778.5,,,,,,,50,50
6958,1.0,1.0,1.0,3.0,780.0,133.0, i ,123.265625,778.5,143.265625,787.5,,,,,,,50,50
7004,1.0,1.0,1.0,3.0,780.0,133.0, i ,123.265625,778.5,143.265625,787.5,,,,,,,50,50
7052,1.0,1.0,1.0,3.0,781.0,133.0, i ,123.265625,778.5,143.265625,787.5,,,,,,,50,50
7100,1.0,1.0,1.0,3.0,783.0,133.0, i ,123.265625,778.5,143.265625,787.5,,,,,,,50,50
7154,1.0,1.0,1.0,3.0,786.0,133.0, i ,123.265625,778.5,143.265625,787.5,,,,,,,50,50
7207,1.0,1.0,1.0,4.0,789.0,133.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7257,1.0,1.0,1.0,4.0,798.0,133.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7306,1.0,1.0,1.0,4.0,805.0,133.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7356,1.0,1.0,1.0,4.0,807.0,134.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7407,1.0,1.0,1.0,4.0,812.0,136.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7457,1.0,1.0,1.0,4.0,819.0,137.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7504,1.0,1.0,1.0,4.0,824.0,138.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7556,1.0,1.0,1.0,4.0,825.0,138.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7607,1.0,1.0,1.0,4.0,828.0,138.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7652,1.0,1.0,1.0,4.0,828.0,138.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7703,1.0,1.0,1.0,4.0,830.0,138.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7754,1.0,1.0,1.0,4.0,836.0,138.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7807,1.0,1.0,1.0,4.0,839.0,138.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7857,1.0,1.0,1.0,4.0,839.0,138.0, vetëm ,123.265625,787.5,143.265625,841.53125,,,,,,,50,50
7907,1.0,1.0,1.0,5.0,843.0,138.0, natyror ,123.265625,841.53125,143.265625,902.5625,,,,,,,50,50
