responseTime,Experiment,Condition,ItemId,Index,Word,mousePositionX,mousePositionY,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
873,1.0,1.0,1.0,78.0, cikli ,503.0,288.0,265.91668701171875,491.9270935058594,285.91668701171875,526.9270935058594,,,,1734726621904.0,1734727395004.0,773100.0,44,44
924,1.0,1.0,1.0,-1.0,,450.0,211.0,,,,,,,,,,,44,44
974,1.0,1.0,1.0,47.0, rrotullimit ,444.0,199.0,185.9166717529297,429.90625,205.9166717529297,507.9166717529297,,,,,,,44,44
1022,1.0,1.0,1.0,47.0, rrotullimit ,443.0,196.0,185.9166717529297,429.90625,205.9166717529297,507.9166717529297,,,,,,,44,44
1072,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,185.9166717529297,429.90625,205.9166717529297,507.9166717529297,,,,,,,44,44
1124,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,185.9166717529297,429.90625,205.9166717529297,507.9166717529297,,,,,,,44,44
1173,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,185.9166717529297,429.90625,205.9166717529297,507.9166717529297,,,,,,,44,44
1222,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,185.9166717529297,429.90625,205.9166717529297,507.9166717529297,,,,,,,44,44
1273,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,185.9166717529297,429.90625,205.9166717529297,507.9166717529297,,,,,,,44,44
1322,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,185.9166717529297,429.90625,205.9166717529297,507.9166717529297,,,,,,,44,44
1373,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,190.58334350585932,429.90625,210.58334350585932,507.9166717529297,,,,,,,44,44
1423,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,204.58334350585932,429.90625,224.58334350585932,507.9166717529297,,,,,,,44,44
1472,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,218.58334350585932,429.90625,238.58334350585932,507.9166717529297,,,,,,,44,44
1522,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,223.25,429.90625,243.25,507.9166717529297,,,,,,,44,44
1582,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,223.25,429.90625,243.25,507.9166717529297,,,,,,,44,44
1621,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,223.25,429.90625,243.25,507.9166717529297,,,,,,,44,44
1672,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,223.25,429.90625,243.25,507.9166717529297,,,,,,,44,44
1722,1.0,1.0,1.0,47.0, rrotullimit ,442.0,195.0,223.25,429.90625,243.25,507.9166717529297,,,,,,,44,44
1772,1.0,1.0,1.0,-1.0,,421.0,140.0,,,,,,,,,,,44,44
2324,1.0,1.0,1.0,-1.0,,297.0,89.0,,,,,,,,,,,44,44
2375,1.0,1.0,1.0,-1.0,,300.0,99.0,,,,,,,,,,,44,44
2422,1.0,1.0,1.0,-1.0,,300.0,101.0,,,,,,,,,,,44,44
2472,1.0,1.0,1.0,0.0, Hëna ,308.0,105.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2534,1.0,1.0,1.0,0.0, Hëna ,317.0,108.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2572,1.0,1.0,1.0,0.0, Hëna ,318.0,110.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2622,1.0,1.0,1.0,0.0, Hëna ,320.0,112.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2673,1.0,1.0,1.0,0.0, Hëna ,320.0,112.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2722,1.0,1.0,1.0,0.0, Hëna ,320.0,112.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2773,1.0,1.0,1.0,0.0, Hëna ,320.0,112.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2822,1.0,1.0,1.0,0.0, Hëna ,320.0,112.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2872,1.0,1.0,1.0,0.0, Hëna ,320.0,112.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2922,1.0,1.0,1.0,0.0, Hëna ,322.0,112.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
2972,1.0,1.0,1.0,0.0, Hëna ,325.0,113.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
3022,1.0,1.0,1.0,0.0, Hëna ,330.0,113.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
3072,1.0,1.0,1.0,0.0, Hëna ,333.0,113.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
3122,1.0,1.0,1.0,0.0, Hëna ,336.0,113.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
3172,1.0,1.0,1.0,0.0, Hëna ,341.0,114.0,103.25,296.78125,123.25,344.8229179382324,,,,,,,44,44
3222,1.0,1.0,1.0,1.0, është ,346.0,115.0,103.25,344.82293701171875,123.25,393.8646049499512,,,,,,,44,44
3272,1.0,1.0,1.0,1.0, është ,354.0,115.0,103.25,344.82293701171875,123.25,393.8646049499512,,,,,,,44,44
3322,1.0,1.0,1.0,1.0, është ,358.0,116.0,103.25,344.82293701171875,123.25,393.8646049499512,,,,,,,44,44
3372,1.0,1.0,1.0,1.0, është ,367.0,117.0,103.25,344.82293701171875,123.25,393.8646049499512,,,,,,,44,44
3422,1.0,1.0,1.0,1.0, është ,376.0,117.0,103.25,344.82293701171875,123.25,393.8646049499512,,,,,,,44,44
3472,1.0,1.0,1.0,1.0, është ,384.0,118.0,103.25,344.82293701171875,123.25,393.8646049499512,,,,,,,44,44
3522,1.0,1.0,1.0,1.0, është ,388.0,118.0,103.25,344.82293701171875,123.25,393.8646049499512,,,,,,,44,44
3572,1.0,1.0,1.0,2.0, sateliti ,395.0,118.0,103.25,393.8645935058594,123.25,449.8958435058594,,,,,,,44,44
3622,1.0,1.0,1.0,2.0, sateliti ,402.0,118.0,103.25,393.8645935058594,123.25,449.8958435058594,,,,,,,44,44
3672,1.0,1.0,1.0,2.0, sateliti ,412.0,118.0,103.25,393.8645935058594,123.25,449.8958435058594,,,,,,,44,44
3722,1.0,1.0,1.0,2.0, sateliti ,417.0,118.0,103.25,393.8645935058594,123.25,449.8958435058594,,,,,,,44,44
3772,1.0,1.0,1.0,2.0, sateliti ,424.0,118.0,103.25,393.8645935058594,123.25,449.8958435058594,,,,,,,44,44
3822,1.0,1.0,1.0,2.0, sateliti ,430.0,118.0,103.25,393.8645935058594,123.25,449.8958435058594,,,,,,,44,44
3872,1.0,1.0,1.0,2.0, sateliti ,437.0,118.0,103.25,393.8645935058594,123.25,449.8958435058594,,,,,,,44,44
3922,1.0,1.0,1.0,2.0, sateliti ,442.0,118.0,103.25,393.8645935058594,123.25,449.8958435058594,,,,,,,44,44
3972,1.0,1.0,1.0,3.0, i ,451.0,118.0,103.25,449.8958435058594,123.25,458.8958435058594,,,,,,,44,44
4022,1.0,1.0,1.0,4.0, vetëm ,465.0,119.0,103.25,458.8958435058594,123.25,512.9166793823242,,,,,,,44,44
