responseTime,Experiment,Condition,ItemId,Index,Word,mousePositionX,mousePositionY,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
823,1.0,1.0,1.0,61.0, baticës ,622.0,280.0,266.875,579.296875,290.875,643.703125,,,,1734618128480.0,1734618745298.0,616818.0,39,39
867,1.0,1.0,1.0,47.0, rrotullimit ,578.0,228.0,226.875,563.640625,250.875,653.25,,,,,,,39,39
919,1.0,1.0,1.0,31.0, Hëna ,531.0,198.0,186.875,528.296875,210.875,577.703125,,,,,,,39,39
968,1.0,1.0,1.0,-1.0,,506.0,178.0,,,,,,,,,,,39,39
1018,1.0,1.0,1.0,15.0, mesatare ,494.0,170.0,146.875,460.90625,170.875,545.125,,,,,,,39,39
1068,1.0,1.0,1.0,15.0, mesatare ,487.0,164.0,146.875,460.90625,170.875,545.125,,,,,,,39,39
1119,1.0,1.0,1.0,15.0, mesatare ,478.0,160.0,146.875,460.90625,170.875,545.125,,,,,,,39,39
1168,1.0,1.0,1.0,15.0, mesatare ,460.0,152.0,146.875,460.90625,170.875,545.125,,,,,,,39,39
1218,1.0,1.0,1.0,-1.0,,440.0,139.0,,,,,,,,,,,39,39
1268,1.0,1.0,1.0,0.0, Hëna ,423.0,132.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1317,1.0,1.0,1.0,0.0, Hëna ,407.0,125.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1371,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1417,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1469,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1519,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1569,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1621,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1669,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1719,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1769,1.0,1.0,1.0,0.0, Hëna ,402.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1819,1.0,1.0,1.0,0.0, Hëna ,410.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1869,1.0,1.0,1.0,0.0, Hëna ,423.0,123.0,106.875,385.375,130.875,434.78125,,,,,,,39,39
1919,1.0,1.0,1.0,1.0, është ,437.0,123.0,106.875,434.78125,130.875,486.015625,,,,,,,39,39
1969,1.0,1.0,1.0,1.0, është ,451.0,123.0,106.875,434.78125,130.875,486.015625,,,,,,,39,39
2018,1.0,1.0,1.0,1.0, është ,458.0,123.0,106.875,434.78125,130.875,486.015625,,,,,,,39,39
2071,1.0,1.0,1.0,1.0, është ,464.0,123.0,106.875,434.78125,130.875,486.015625,,,,,,,39,39
2120,1.0,1.0,1.0,1.0, është ,476.0,125.0,106.875,434.78125,130.875,486.015625,,,,,,,39,39
2170,1.0,1.0,1.0,2.0, sateliti ,493.0,126.0,106.875,486.015625,130.875,546.5,,,,,,,39,39
2220,1.0,1.0,1.0,2.0, sateliti ,504.0,126.0,106.875,486.015625,130.875,546.5,,,,,,,39,39
2271,1.0,1.0,1.0,2.0, sateliti ,513.0,126.0,106.875,486.015625,130.875,546.5,,,,,,,39,39
2320,1.0,1.0,1.0,2.0, sateliti ,517.0,126.0,106.875,486.015625,130.875,546.5,,,,,,,39,39
2368,1.0,1.0,1.0,2.0, sateliti ,523.0,126.0,106.875,486.015625,130.875,546.5,,,,,,,39,39
2418,1.0,1.0,1.0,2.0, sateliti ,530.0,126.0,106.875,486.015625,130.875,546.5,,,,,,,39,39
2473,1.0,1.0,1.0,2.0, sateliti ,542.0,126.0,106.875,486.015625,130.875,546.5,,,,,,,39,39
2521,1.0,1.0,1.0,3.0, i ,551.0,126.0,106.875,546.5,130.875,555.828125,,,,,,,39,39
2571,1.0,1.0,1.0,4.0, vetëm ,556.0,125.0,106.875,555.828125,130.875,613.296875,,,,,,,39,39
2621,1.0,1.0,1.0,4.0, vetëm ,564.0,125.0,106.875,555.828125,130.875,613.296875,,,,,,,39,39
2671,1.0,1.0,1.0,4.0, vetëm ,569.0,124.0,106.875,555.828125,130.875,613.296875,,,,,,,39,39
