responseTime,Experiment,Condition,ItemId,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration,submission_id,SubjectID
599,1.0,1.0,1.0,-1.0,660.0,350.0,,,,,,,,,1733782001686.0,1733782530613.0,528927.0,43,43
649,1.0,1.0,1.0,-1.0,586.0,190.0,,,,,,,,,,,,43,43
700,1.0,1.0,1.0,2.0,551.0,131.0, sateliti ,111.1624984741211,530.2875366210938,131.1624984741211,586.3125381469727,,,,,,,43,43
750,1.0,1.0,1.0,-1.0,500.0,102.0,,,,,,,,,,,,43,43
800,1.0,1.0,1.0,-1.0,473.0,95.0,,,,,,,,,,,,43,43
849,1.0,1.0,1.0,-1.0,472.0,95.0,,,,,,,,,,,,43,43
899,1.0,1.0,1.0,-1.0,472.0,95.0,,,,,,,,,,,,43,43
950,1.0,1.0,1.0,-1.0,461.0,101.0,,,,,,,,,,,,43,43
1000,1.0,1.0,1.0,0.0,451.0,113.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
1049,1.0,1.0,1.0,0.0,444.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
1099,1.0,1.0,1.0,0.0,439.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
1149,1.0,1.0,1.0,0.0,439.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
1200,1.0,1.0,1.0,0.0,439.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
1250,1.0,1.0,1.0,0.0,439.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
1299,1.0,1.0,1.0,0.0,439.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
1349,1.0,1.0,1.0,-1.0,459.0,98.0,,,,,,,,,,,,43,43
2199,1.0,1.0,1.0,-1.0,504.0,87.0,,,,,,,,,,,,43,43
2252,1.0,1.0,1.0,-1.0,487.0,87.0,,,,,,,,,,,,43,43
2299,1.0,1.0,1.0,-1.0,474.0,91.0,,,,,,,,,,,,43,43
2350,1.0,1.0,1.0,-1.0,469.0,95.0,,,,,,,,,,,,43,43
2399,1.0,1.0,1.0,-1.0,464.0,101.0,,,,,,,,,,,,43,43
2449,1.0,1.0,1.0,-1.0,459.0,110.0,,,,,,,,,,,,43,43
2499,1.0,1.0,1.0,0.0,459.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2558,1.0,1.0,1.0,0.0,459.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2607,1.0,1.0,1.0,0.0,459.0,115.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2649,1.0,1.0,1.0,0.0,459.0,116.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2699,1.0,1.0,1.0,0.0,459.0,116.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2749,1.0,1.0,1.0,0.0,459.0,116.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2799,1.0,1.0,1.0,0.0,460.0,117.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2849,1.0,1.0,1.0,0.0,461.0,119.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2902,1.0,1.0,1.0,0.0,461.0,119.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2949,1.0,1.0,1.0,0.0,464.0,119.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
2999,1.0,1.0,1.0,0.0,469.0,120.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
3056,1.0,1.0,1.0,0.0,469.0,120.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
3106,1.0,1.0,1.0,0.0,469.0,120.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
3149,1.0,1.0,1.0,0.0,471.0,120.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
3199,1.0,1.0,1.0,0.0,476.0,121.0, Hëna ,111.1624984741211,433.2124938964844,131.1624984741211,481.24999618530273,,,,,,,43,43
3255,1.0,1.0,1.0,1.0,488.0,122.0, është ,111.1624984741211,481.25,131.1624984741211,530.2875022888184,,,,,,,43,43
