sbm_id,expr_id,cond_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
119,1,1,2,22, veçse ,198,6762,6960,1019.5,175.75,Si një muaj mjalti në male.
119,1,1,2,24, udhëtimin ,400,7108,7508,1119.38,178.25,Si një muaj mjalti në male.
119,1,1,2,26, tyre ,300,7558,7858,1200.83,180.67,Si një muaj mjalti në male.
119,1,1,2,28, ardhshëm. ,650,8108,8758,666.46,219.92,Si një muaj mjalti në male.
119,1,1,2,29, Shumica ,250,8758,9008,755,213,Si një muaj mjalti në male.
119,1,1,2,30, entuziazmoheshin: ,550,9008,9558,867,213,Si një muaj mjalti në male.
119,1,1,2,34, shkosh ,200,9808,10008,1037.5,213,Si një muaj mjalti në male.
119,1,1,2,37, reale ,250,10258,10508,1162.6,221.4,Si një muaj mjalti në male.
119,1,1,2,38, drejt ,201,10508,10709,1205,223,Si një muaj mjalti në male.
119,1,1,2,41, botën ,600,11358,11958,644.5,254.17,Si një muaj mjalti në male.
119,1,1,2,43," legjendave, ",450,11958,12408,739.22,252,Si një muaj mjalti në male.
119,1,1,2,45, eposit ,249,12560,12809,856.4,252,Si një muaj mjalti në male.
119,1,1,2,47," mirëfilltë, ",299,12859,13158,945,252.5,Si një muaj mjalti në male.
119,1,1,2,52, akoma ,348,13510,13858,1137,255.29,Si një muaj mjalti në male.
119,1,1,2,54, gjallë ,199,13908,14107,1204.5,259,Si një muaj mjalti në male.
119,1,1,2,56, fytyrë ,301,14508,14809,639,297,Si një muaj mjalti në male.
119,1,1,2,58, rruzullit ,198,14910,15108,729.5,294,Si një muaj mjalti në male.
119,1,1,2,59, tokësor. ,201,15108,15309,803.25,297.5,Si një muaj mjalti në male.
119,1,1,2,1, vijonin ,200,1085,1285,679.75,140.5,Si një muaj mjalti në male.
119,1,1,2,3, për ,249,1736,1985,780.8,144.6,Si një muaj mjalti në male.
119,1,1,2,4, zanat ,350,1985,2335,820.43,142,Si një muaj mjalti në male.
119,1,1,2,6," shtojzovallet, ",450,2385,2835,900.78,142,Si një muaj mjalti në male.
119,1,1,2,8," rapsodët, ",400,2985,3385,1034.38,138,Si një muaj mjalti në male.
119,1,1,2,9, homerikët ,450,3385,3835,1120.56,138,Si një muaj mjalti në male.
119,1,1,2,11, fundit ,250,3885,4135,1199.6,139,Si një muaj mjalti në male.
119,1,1,2,13," botës, ",250,4586,4836,653.4,177,Si një muaj mjalti në male.
119,1,1,2,15, për ,200,4936,5136,727.75,176.5,Si një muaj mjalti në male.
119,1,1,2,16, kanunin ,299,5136,5435,778.83,176,Si një muaj mjalti në male.
119,1,1,2,18," tmerrshëm, ",400,5486,5886,875,176,Si një muaj mjalti në male.
119,1,1,2,20, madhështor ,500,6036,6536,1001.4,176,Si një muaj mjalti në male.
119,1,1,2,22, asgjë ,350,6586,6936,1096.57,176,Si një muaj mjalti në male.
119,1,1,2,23, tjetër. ,200,6936,7136,1139.75,176,Si një muaj mjalti në male.
119,1,1,2,25, tjerët ,250,7236,7486,1219.2,181.2,Si një muaj mjalti në male.
119,1,1,2,26, ngrinin ,651,7635,8286,657.77,209.77,Si një muaj mjalti në male.
119,1,1,2,27, supet ,201,8286,8487,716.75,216,Si një muaj mjalti në male.
119,1,1,2,28, për ,199,8487,8686,755.5,216,Si një muaj mjalti në male.
119,1,1,2,29, këtë ,200,8686,8886,783.5,216,Si një muaj mjalti në male.
119,1,1,2,30," trill, ",600,8886,9486,823.75,216,Si një muaj mjalti në male.
119,1,1,2,32, duke ,700,9486,10186,852.86,216,Si një muaj mjalti në male.
119,1,1,2,34, përpjekur ,550,10286,10836,934.55,215.55,Si një muaj mjalti në male.
119,1,1,2,36, shfaqnin ,351,10936,11287,1031.29,215,Si një muaj mjalti në male.
119,1,1,2,39, lehtë ,200,11536,11736,1143.25,219.75,Si një muaj mjalti në male.
119,1,1,2,40, mosbesimin ,450,11736,12186,1224.67,224,Si një muaj mjalti në male.
119,1,1,2,42," tyre, ",300,12486,12786,639.83,253.67,Si një muaj mjalti në male.
119,1,1,2,44, cili ,199,12837,13036,691.25,247,Si një muaj mjalti në male.
119,1,1,2,46, gjithsesi ,300,13186,13486,786.17,248,Si një muaj mjalti në male.
119,1,1,2,48, çështje ,400,13636,14036,879.12,254,Si një muaj mjalti në male.
119,1,1,2,49," komoditeti, ",300,14036,14336,955.5,259.5,Si një muaj mjalti në male.
119,1,1,2,52, tepër ,300,14536,14836,1079.83,261.33,Si një muaj mjalti në male.
119,1,1,2,55, fjala ,200,15036,15236,1184.75,260,Si një muaj mjalti në male.
119,1,1,2,56, për ,200,15236,15436,1225.75,261.25,Si një muaj mjalti në male.
119,1,1,2,58, udhëtim ,350,15886,16236,659.86,294,Si një muaj mjalti në male.
119,1,1,2,59," pasmartesor, ",400,16236,16636,751.75,294,Si një muaj mjalti në male.
119,1,1,2,62, diçka ,299,16937,17236,886.83,294.17,Si një muaj mjalti në male.
119,1,1,2,63," delikate, ",400,17236,17636,947.75,295.88,Si një muaj mjalti në male.
119,1,1,2,64, kurse ,301,17636,17937,1007.67,297,Si një muaj mjalti në male.
119,1,1,2,68, akoma ,351,18386,18737,1167.57,303.57,Si një muaj mjalti në male.
119,1,1,2,70, dhe ,200,18886,19086,1258.25,304,Si një muaj mjalti në male.
119,1,1,2,71, kullat ,301,19635,19936,641.33,341.17,Si një muaj mjalti në male.
119,1,1,2,75, gurta. ,248,20288,20536,801.8,338,Si një muaj mjalti në male.
119,1,1,2,0, Kurse ,499,1018,1517,639.2,141,Si një muaj mjalti në male.
119,1,1,2,3, rrallë ,200,1767,1967,753,141,Si një muaj mjalti në male.
119,1,1,2,4, qenë ,200,1967,2167,792.75,141.75,Si një muaj mjalti në male.
119,1,1,2,5, ata ,201,2167,2368,830.75,142,Si një muaj mjalti në male.
119,1,1,2,8, dëgjonin ,348,2517,2865,912.71,144,Si një muaj mjalti në male.
119,1,1,2,10, gjitha ,300,2917,3217,1002.17,142,Si një muaj mjalti në male.
119,1,1,2,14, qesëndie ,300,3667,3967,1154.17,136.5,Si një muaj mjalti në male.
119,1,1,2,16," lehtë, ",202,4066,4268,1221,138.75,Si një muaj mjalti në male.
119,1,1,2,17, sikur ,499,4868,5367,640.8,171.7,Si një muaj mjalti në male.
119,1,1,2,19, thoshin: ,350,5417,5767,718.29,178,Si një muaj mjalti në male.
119,1,1,2,20," shkoni, ",249,5767,6016,787.8,178,Si një muaj mjalti në male.
119,1,1,2,21, shkoni ,302,6016,6318,844.83,178,Si një muaj mjalti në male.
119,1,1,2,23," Veri, ",250,6418,6668,922,178,Si një muaj mjalti në male.
119,1,1,2,24, midis ,249,6668,6917,964.4,177,Si një muaj mjalti në male.
119,1,1,2,25," shtojzovalleve, ",701,6917,7618,1052.36,173.21,Si një muaj mjalti në male.
119,1,1,2,26, ndoshta ,350,7618,7968,1146.14,170,Si një muaj mjalti në male.
119,1,1,2,29, bëjë ,199,8268,8467,1237.5,171.5,Si një muaj mjalti në male.
119,1,1,2,30, mirë ,649,8868,9517,650.62,208.08,Si një muaj mjalti në male.
119,1,1,2,33, sidomos ,200,9667,9867,773.5,216,Si një muaj mjalti në male.
119,1,1,2,34, Besian ,200,9867,10067,843.5,216,Si një muaj mjalti në male.
119,1,1,2,35, Vorpsit. ,200,10067,10267,900.5,215,Si një muaj mjalti në male.
119,1,1,3,0, Zbulohet ,452,895,1347,658.22,140.78,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,1, njeriu ,248,1347,1595,720.6,137.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,3, shpellave ,250,1647,1897,802.2,137,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,6," blu
ADN-ja ",549,2398,2947,651.73,176.36,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,8, marrë ,200,3048,3248,731.75,177.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,10, dhëmballa ,501,3397,3898,831.1,173,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,12, pjekurisë ,395,3950,4345,935.62,175,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,15, gjuetari-mbledhës ,550,4597,5147,1096.36,177,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,16, evropian ,349,5147,5496,1199.86,181,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,19, dhënë ,356,5944,6300,646.14,217.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,20, shkencëtarëve ,298,6300,6598,715.83,215,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,22, pamje ,300,6748,7048,859.33,216,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,24, paprecedentë ,451,7097,7548,976.11,218.89,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,26, njerëzve ,300,7648,7948,1083.83,219.83,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,27, modernë ,450,7948,8398,1159.22,220,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,28, përpara ,650,8398,9048,1224.69,221,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,29, shfaqjes ,349,9498,9847,665.57,253.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,31, bujqësisë. ,701,9899,10600,772.43,253,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,32, Njeriu ,245,10600,10845,844.8,254.8,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,33," mezolitik, ",753,10845,11598,898.07,256,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,36, jetoi ,251,11748,11999,997.6,256,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,38, Spanjë ,400,12098,12498,1067,256,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,39, rreth ,251,12498,12749,1116,256,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,40,"7,000",300,12749,13049,1168.17,257.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,43," parë, ",451,13550,14001,655.56,291.89,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,46, përzierje ,302,14296,14598,777,298,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,48, pazakontë ,450,14698,15148,890.78,297.22,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,51," blu, ",206,15395,15601,1007,297,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,52, flokëve ,447,15601,16048,1061.56,297,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,54, zinj ,200,16148,16348,1128.25,297,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,56, kafe ,300,16498,16798,1198,297.33,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,58, lëkurës ,399,17198,17597,644.25,335.62,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,59, së ,199,17597,17796,699.75,338,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,60," errët, ",251,17796,18047,730.8,338,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,61, sipas ,203,18047,18250,779.25,338,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,62, analizave ,350,18250,18600,846.14,338,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,64, përbërjes ,350,18698,19048,948,337.86,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,67, gjenetike. ,958,19298,20256,1061,337.86,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,0, Ai ,301,892,1193,633.83,139.83,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,2, ndoshta ,201,1242,1443,730.5,143.75,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,3, intolerant ,351,1443,1794,796.57,141.71,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,4, ndaj ,196,1794,1990,860.75,139.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,5, laktozës ,302,1990,2292,911,134,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,7, kishte ,355,2439,2794,1005.71,133,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,9, shumë ,250,2943,3193,1092.4,133,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,10, vështirësi ,546,3193,3739,1157.91,133.55,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,12, tretjen ,200,3792,3992,1241.75,138.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,14, ushqimeve ,450,4493,4943,680.89,181.67,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,16, niseshte ,347,5043,5390,798.57,174.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,17, sesa ,203,5390,5593,857.5,175,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,18, fermerët ,298,5593,5891,908.67,176.83,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,20, transformuan ,500,5993,6493,1036.7,179.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,21, dietën ,301,6493,6794,1111.17,177.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,26, kur ,200,7843,8043,642,210.75,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,27, patën ,250,8043,8293,671.4,216.6,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,28, interes ,300,8293,8593,732.17,214.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,30, veglat ,303,8690,8993,815.17,213,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,32, revolucionin ,450,9093,9543,920.44,214,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,35, bujqësor. ,857,9743,10600,1066,211.6,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,0, Shpikja ,350,643,993,657.71,140.71,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,2, bujqësisë ,399,1093,1492,746.38,141.25,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,5, njerëzit ,250,1643,1893,849,139.8,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,7, kafshët ,249,2044,2293,953.8,139,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,9, kontakt ,203,2340,2543,1038.25,139,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,10, shumë ,298,2543,2841,1095,137.83,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,13, ngushtë ,350,2993,3343,1225.14,136.57,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,15, njerëzit ,450,3593,4043,651,168,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,17, gjasë ,200,4093,4293,740.75,170,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,18, zhvilluan ,301,4293,4594,803.17,173.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,19, sisteme ,349,4594,4943,874.43,176.71,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,20, imunitare ,250,4943,5193,947.2,178.4,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,26, mbrojtur ,401,5592,5993,1178.88,174,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,28, infeksionet ,450,6344,6794,661.22,213.11,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,30, transmetoheshin ,547,6893,7440,803.45,214.45,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,31, nga ,202,7440,7642,897.75,217,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,32, kafshët. ,302,7642,7944,953.5,217,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,34, shkencëtarët ,301,8043,8344,1091.67,217,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,38, mbivlerësuar ,601,9093,9694,666.25,253.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,39, ndikimin ,399,9694,10093,765.38,252,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,42, pasur ,301,10244,10545,877.5,254,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,43, bujqësia ,350,10545,10895,936.71,254.71,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,45, formësimin ,499,10994,11493,1043.4,256,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,47, sistemit ,305,11539,11844,1140.67,260.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,48, imunitar ,302,11844,12146,1208,261.67,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,51, sepse ,300,12744,13044,708.67,292.33,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,52, testet ,250,13044,13294,755.2,292.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,54, ADN-në ,402,13392,13794,843.88,293.62,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,56, këtij ,201,13842,14043,919.75,297,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,57, gjuetari-mbledhës ,602,14043,14645,1007.08,297.92,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,58, treguan ,399,14645,15044,1109.62,295.88,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,61, tashmë ,347,15194,15541,1224.86,295.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,62, mbartte ,299,16246,16545,671.67,336.33,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,63, mutacione ,399,16545,16944,729.5,336,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,65, forconin ,352,17092,17444,835.29,335.86,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,66, sistemin ,297,17444,17741,911,333.67,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,67, imunitar ,303,17741,18044,980.17,333,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,70, përballuar ,245,18244,18489,1103.8,333,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,71, baktere ,305,18489,18794,1176.5,333,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,73, ndryshme. ,400,19294,19694,668.62,372.75,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,75, vazhdojnë ,499,19841,20340,791.2,378.3,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,77, ekzistojnë ,350,20444,20794,905.14,375,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,79, evropianët ,300,20944,21244,1015.83,375,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,80, modernë ,299,21244,21543,1103.83,374.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,0, 'Para ,395,762,1157,644.12,140.38,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,3, fillonim ,193,1462,1655,741,140,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,5," punë, ",349,1812,2161,840,142,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,6, kisha ,194,2161,2355,891.5,142,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,10, çfarë ,250,2757,3007,1026.4,139.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,13," gjenim', ",303,3209,3512,1152.83,138,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,15, Carles ,200,3658,3858,1227.5,138.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,16," Lalueza-Fox, ",649,4111,4760,673,177.85,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,18, cili ,199,4863,5062,755.75,178,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,19, drejtoi ,300,5062,5362,799.67,173.67,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,20, studimin ,251,5362,5613,861.4,173.6,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,22, Institutin ,251,5762,6013,952.8,178.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,24, Biologjisë ,548,6062,6610,1042.55,181.09,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,25, Evolucionare ,498,6610,7108,1140.6,182,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,27, Barcelonë. ,650,7512,8162,663.38,217,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,28, 'Shumica ,300,8162,8462,757.67,217,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,30, atyre ,203,8509,8712,834.75,216,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,31, ideve ,200,8712,8912,882.25,216,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,32, rezultuan ,295,8912,9207,937.83,216,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,33, të ,305,9207,9512,990.5,216.33,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,31, ideve ,551,9611,10162,874.27,216.18,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,32, rezultuan ,251,10162,10413,939,216,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,34, ishin ,253,10511,10764,1024.4,216,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,35, krejtësisht ,348,10764,11112,1088.86,215,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,37, gabuara.' ,398,11112,11510,1188.75,218.25,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,0, Ekipi ,402,838,1240,651,139.12,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,1, spanjoll ,247,1240,1487,704,137,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,3, punën ,298,1640,1938,796.17,137,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,9, speleologësh ,602,2436,3038,1023.17,137,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,10, zbuluan ,352,3038,3390,1104,136,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,12, skelete ,306,3535,3841,1201.5,135.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,15, sistem ,495,4190,4685,655.8,180.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,18, dhe ,201,4886,5087,767.75,179.25,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,19, kompleks ,353,5087,5440,822,173.29,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,20, shpellash ,297,5440,5737,906.67,173.83,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,22, Malet ,253,5840,6093,1001,175.6,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,23, Kantabriane ,547,6093,6640,1071.64,177.82,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,25, veriperëndim ,550,6790,7340,1191.36,180.45,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,27, Spanjës ,253,7791,8044,657.6,215.4,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,30,2006,250,8240,8490,786.6,213.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,31, Mbetjet ,250,8490,8740,838.8,211.4,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,32," njerëzore, ",344,8740,9084,914.57,213,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,36, përkisnin ,306,9384,9690,1066,207.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,38, burrave ,354,9787,10141,1161,215.43,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,41, 30-at ,398,10291,10689,1249.62,218.75,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,43, tyre ,249,11141,11390,645.8,255.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,45," hershme, ",452,11439,11891,728.89,258.11,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,47, ruajtur ,250,11991,12241,823.6,256,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,48, jashtëzakonisht ,350,12241,12591,921.29,252.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,50, nga ,200,12742,12942,1041.75,247.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,51, mjedisi ,349,12942,13291,1079,252.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,53, freskët ,296,13338,13634,1166.5,257.33,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,55, shpellës. ,200,13691,13891,1224,254.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,0, Datimi ,499,892,1391,650.7,139.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,2, karbon ,305,1487,1792,739.83,140,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,3, vlerësoi ,401,1792,2193,799.38,139.25,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,1, me ,250,2337,2587,705.8,142,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,3, vlerësoi ,351,2741,3092,803.86,144,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,5, mbetjet ,251,3192,3443,900.8,139,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,7, rreth ,356,3536,3892,986.29,143.57,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,8,7000,201,3892,4093,1035.5,138.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,11," vjetra, ",200,4292,4492,1146.25,131.75,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,12, përpara ,500,4492,4992,1191.1,134.4,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,14, bujqësia ,602,5387,5989,666.08,172.83,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
